,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,META,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
44783.00000000,0.02100390,0.02619464,0.02430039,0.03526083,0.03890582,0.02632256,0.02680852,0.05820921,0.05917137,0.00799261,0.02608771,0.00287924,0.00085620,0.02087088,0.00945287,0.00875123,0.03390336,0.01973794,0.00341496,0.00949335,0.03976698,0.02448807,0.03305175,0.02773281,0.00263824,0.00825217,0.01976337,0.00951630,0.00491981,0.02096439,0.06162476,0.02187004,0.02159534,0.00746517,0.03495388,0.02462336,0.02142863,0.00358098,0.04688823,0.00209516,0.03143647,-0.00368620,0.00524717,0.00499882,-0.00497232,0.02751795,0.02068439,0.03191593,0.02903507,0.03044275,0.00967152,0.03673856,0.03181754,0.00780522,0.03467007,0.02908718,0.01617809,0.02929594,0.01149303,-0.00133404,0.05408386,0.01002994,0.01303590,0.00347181,0.01609745,0.02111726,0.03353928,0.01501855,0.04120551,0.02529571,0.02521093,0.01567927,0.01944841,0.00582953,0.01136201,0.02949418,0.02134147,0.00492095,0.02755578,0.02292191,0.02525594,0.03803883,0.04272193,0.01041677,0.05895873,0.03396671,0.03058514,0.01068854,0.02659980,0.05443125,0.02133555,0.00844672,0.01175947,0.02764575,0.01838706,0.00336012,0.01977204,0.03631901,0.02229362,0.01001515
44784.00000000,0.00000000,-0.00443160,-0.00740082,-0.01436683,-0.02624929,-0.00718463,-0.00687942,-0.00476613,-0.00856498,0.00460851,0.01478165,-0.02068316,-0.00903814,-0.00285629,-0.00710877,-0.00304640,0.02395220,-0.00792347,-0.03323315,0.02892797,0.04678469,-0.00260759,-0.00904788,-0.00800634,0.02438702,-0.00511543,0.00032069,-0.00675570,0.00808854,0.01129364,-0.00577610,0.00199510,-0.00650915,-0.01411575,-0.00996768,0.00622006,0.02075342,-0.00133804,0.00202201,0.00964387,0.00571465,-0.00291515,-0.01129307,-0.00795828,0.00166572,0.00848501,0.00013726,0.00372339,-0.01140918,-0.00578847,-0.00389832,-0.00938920,0.01480321,0.01365539,0.00142231,0.01017934,0.01151596,0.01473727,-0.00138047,-0.00534329,0.00456928,-0.00490065,0.04087782,0.00192220,-0.00289014,0.01522847,0.01083615,-0.01483594,0.00474346,-0.00674476,0.01719800,0.00790873,0.01476744,-0.01382328,-0.00133931,0.02281559,-0.00769393,0.04563440,-0.00041261,0.00338589,0.02713155,0.01498370,-0.01787897,0.00187426,-0.03244866,0.01980050,0.02129032,-0.00887233,-0.00505569,0.00507115,0.01463476,-0.00279197,0.00871698,-0.00302714,-0.01092810,-0.00265112,-0.00542881,0.01343864,0.01270346,0.02189439
44785.00000000,0.01692899,0.02142560,0.01703727,0.02069115,0.04675014,0.02389771,0.02361878,0.01695867,0.04274883,0.01713491,0.01656403,-0.01100871,0.02034306,0.01351838,0.00970680,0.00118435,0.01086042,0.01052537,0.03768893,0.00869188,0.03296794,0.01546844,0.02346779,0.02478787,0.00144093,0.01308277,0.01800745,0.00759249,0.00365983,0.01522830,0.02719409,0.00896010,0.01914627,0.00941369,0.01692285,0.01461082,0.01524856,0.00826258,0.02007868,0.01848705,0.02340519,0.02350162,0.02628332,0.01118475,0.01274941,0.01726560,0.02256344,0.02121879,0.01856999,0.01823575,0.01162916,0.02761923,0.00292579,-0.00231226,0.01647972,0.00975812,0.01188855,0.01618637,0.00829435,0.01490733,0.04595838,0.02579047,0.03348492,0.02052754,0.01996784,0.00703701,0.00608520,0.00016103,0.03181227,0.01256851,0.01463913,0.01109104,0.01191711,0.01376157,0.02242424,0.01305451,0.00995674,0.02381432,0.01698105,0.01748568,0.01724131,0.04364583,0.01488984,0.01723926,0.01413554,0.02772608,0.02210999,0.02617593,0.01437811,0.04247589,0.01564498,-0.00139998,0.00044322,0.02698362,0.00816654,0.01256843,0.02343927,0.02652108,0.01430812,0.01645708
44788.00000000,0.00412080,0.00633351,0.00534417,-0.00257757,0.03096360,0.00328732,0.00187522,0.00216066,0.01726448,0.00421164,0.00270198,0.00477909,0.00172894,-0.00088932,0.01288605,0.02408558,-0.00137744,0.01603303,-0.00718422,-0.01787239,0.02212719,-0.00042914,0.00130774,0.01200434,-0.01901783,0.01099643,0.00212185,0.01255892,-0.00217390,0.01425006,-0.00076214,0.00376751,-0.00034329,0.01589700,0.00616145,0.00636937,-0.00413575,0.00908086,0.00405543,0.00287398,0.00555233,-0.00461441,0.01902110,0.01243431,0.00656807,0.00215386,0.01544919,0.00760401,0.00211839,0.00010779,0.00585833,0.00178519,-0.00741819,0.01773483,0.00528094,0.00483184,0.00687012,0.00392749,0.00400754,-0.01376210,-0.00543569,-0.00050531,0.01146658,-0.00112800,0.01178816,-0.00570067,0.00573734,0.01082974,0.00530696,0.00282367,-0.00452141,0.00686507,0.00962525,0.01368281,0.00830655,-0.00150133,-0.00046147,-0.01485969,0.00527599,-0.00265316,-0.00573126,-0.00522771,-0.00211782,-0.00532067,-0.00481728,0.00413961,0.00865257,0.01141047,-0.00694490,-0.00250701,-0.00400859,0.01526487,0.00287925,0.00351447,0.05162006,0.00868189,0.00649886,-0.00202621,-0.00637689,-0.00152731
44789.00000000,0.00195874,-0.00092389,-0.00258980,0.01117479,-0.00891208,-0.00311275,-0.00301103,-0.00785007,-0.00803920,0.01264773,0.00955415,0.00891101,0.00271737,0.04058995,0.00922179,0.00332682,0.01075866,-0.00194475,0.00221108,-0.00931536,0.00563333,0.00386348,-0.01307782,-0.00767148,-0.00255086,0.00580100,-0.00393725,0.00821697,0.00182738,-0.00517627,-0.01372887,0.00116169,0.00140485,0.01332107,-0.00769393,-0.00412773,0.00677597,0.00526776,0.00561521,0.05105576,-0.01380403,-0.00011032,-0.01156272,0.00320223,0.00978793,0.01495872,-0.00618493,0.02922511,0.00025638,-0.01100321,-0.00516494,-0.00801906,0.01335182,0.00712865,-0.00214628,0.00228292,0.00702104,-0.00217345,0.00115543,-0.00536695,-0.01175078,0.00518256,0.01740048,0.00150569,-0.01123481,0.00203443,-0.00247301,0.00824432,0.00165392,0.00944448,0.00801229,0.01208044,0.00269174,-0.01090495,-0.00917762,0.01578753,-0.01909673,-0.00664873,0.04573157,-0.00030229,0.01073628,-0.01298297,-0.00593215,-0.00772636,-0.01454167,0.01013263,0.00674028,0.00127065,-0.01524789,-0.01339668,0.00638191,0.01196685,0.01015911,-0.00472519,0.00181238,0.00490853,-0.00182579,-0.01040616,0.01147424,0.01958077
44790.00000000,-0.00709801,0.00878468,-0.00263613,-0.01851079,-0.00837233,-0.01766634,-0.01787611,-0.02574244,-0.02881502,-0.00779385,-0.00841223,0.00005960,-0.00205078,-0.00494839,-0.00460203,-0.01206591,-0.00627726,-0.01091155,-0.01183316,0.00809091,-0.01720552,-0.00235194,-0.02367433,-0.02176242,0.00824755,-0.00055453,-0.01008118,-0.00230668,-0.00778684,-0.02725473,-0.01847861,-0.01321073,-0.00726347,0.00596724,-0.00859745,-0.01132908,0.00173685,-0.01004365,-0.02605803,0.00107633,-0.00999799,0.00496747,0.02097899,0.00199022,-0.00807745,-0.00863970,-0.01068289,0.00583787,-0.00906221,-0.03626749,-0.00364516,-0.01926148,-0.00190599,-0.00540701,-0.02023843,-0.00663926,-0.00436983,-0.00511871,-0.00419672,0.00580063,-0.02295149,-0.00339538,-0.02228559,-0.01418775,-0.00063123,-0.00775201,-0.00346508,-0.00250779,-0.01829433,-0.02835893,-0.00804979,0.00900693,-0.01174498,-0.00355551,0.00204219,-0.01418530,-0.01711523,0.01258732,-0.02691601,-0.00876929,-0.01429811,-0.03507668,-0.00267511,-0.01883401,-0.01606470,-0.01008217,-0.02434576,0.00249970,0.00390017,-0.02508024,-0.00971202,-0.00682240,-0.00634022,-0.04976531,-0.00467358,0.00324881,-0.01217889,-0.01513206,-0.01557396,0.02835703
44791.00000000,0.00290636,-0.00229169,-0.00394762,0.00140744,-0.00370622,0.00518607,0.00448804,-0.00108666,0.02388865,0.00003280,-0.00774939,-0.00483345,0.00040365,-0.00168837,0.00355130,0.00340286,-0.00357057,0.00571298,-0.01400448,0.02364425,-0.00113997,0.05807974,0.03687389,0.00276367,0.01753271,0.00099869,-0.00172801,0.00524058,-0.00106055,-0.01655623,0.01667014,-0.00533693,0.00317152,0.00834053,-0.00015968,0.01173845,0.00000000,-0.02536395,0.00442569,-0.00322530,0.01918808,0.00395435,-0.00031567,-0.00089952,0.00054288,-0.00880037,-0.01009183,0.00510752,0.00229447,0.00990335,0.00044344,0.02208208,0.00423431,-0.00662245,-0.00112895,0.01497708,0.00463559,0.00415989,0.00347687,-0.00549895,0.02141505,0.00088338,0.00384317,-0.01219973,0.00285895,-0.00390618,0.00220499,-0.00351190,0.00269097,0.00891152,0.00724750,0.00928963,0.00226376,-0.00710011,-0.00553158,-0.00888386,-0.00052244,0.03472769,-0.01306034,0.00457587,0.00904883,0.02207073,-0.00090271,-0.00508720,0.00171863,0.00708101,0.00748593,0.00095906,-0.01327852,0.01123478,0.00092307,0.00061069,0.00352026,0.00000000,-0.01272331,-0.00507251,-0.00266449,0.00833331,0.00488279,-0.00773272
44792.00000000,-0.01343800,-0.01510185,-0.01385393,-0.02860160,-0.02048185,-0.02463176,-0.02267084,-0.03836022,-0.04921955,-0.02297299,-0.02474515,0.01523046,0.00568579,-0.01196144,-0.00026710,-0.01128908,-0.02205067,-0.00861879,0.01173326,-0.00317859,-0.02062443,-0.01357094,-0.01794248,-0.03182015,-0.00836375,-0.00127487,-0.01085702,-0.00076671,0.00396366,0.00181301,-0.01635598,0.00090936,-0.01305333,-0.01146254,-0.02213584,-0.02265190,-0.01712187,0.00520479,-0.03304630,-0.01474086,-0.02497037,0.00743981,0.01910205,-0.00014990,0.00000000,-0.02456682,-0.00621884,-0.02360603,-0.02069843,-0.01126315,-0.00587326,-0.04470336,-0.01401344,-0.00368160,-0.02890578,0.00182649,-0.01060279,-0.01875068,-0.00251990,0.01591366,-0.03361965,-0.00832077,-0.02495055,0.00395595,-0.01383166,-0.01755367,-0.01480872,0.00464559,-0.04209489,-0.03420478,-0.00886750,-0.00503348,-0.01840773,-0.00392026,-0.01866365,-0.01881076,-0.02095038,0.00247908,-0.03472992,-0.01463696,0.00453811,-0.03921884,-0.01925753,0.00006890,-0.02724672,-0.02695447,-0.01671822,-0.00429229,-0.00381967,-0.05238997,-0.01561965,-0.00289852,-0.00306944,-0.01251999,0.00245459,0.00154772,-0.01222595,0.02531000,-0.01593773,-0.02367290
44795.00000000,-0.02082254,-0.02302934,-0.02935527,-0.03624390,-0.02276402,-0.02533915,-0.02582122,-0.02923317,-0.04566081,-0.02889531,-0.01652196,-0.00350812,-0.00683912,-0.02835190,-0.00267154,-0.01978204,-0.02142042,-0.02475438,-0.00508647,-0.00074407,-0.03495919,-0.02032863,-0.03588425,-0.03225425,-0.00500992,-0.00954660,-0.02113661,-0.01488412,-0.01064526,-0.02740437,-0.06062369,-0.02371429,-0.01677808,-0.01633815,-0.03694841,-0.04352754,-0.02072763,-0.00562807,-0.03086160,-0.01788058,-0.04058256,-0.00999135,0.00102246,-0.01346884,-0.01627784,-0.02492050,-0.02208994,-0.00648187,-0.02620574,-0.02839329,-0.01304194,-0.03241272,-0.00423451,-0.01837607,-0.03843088,-0.00973947,-0.01845605,-0.01722036,-0.02010536,-0.01035433,-0.03650955,-0.02796848,-0.01773617,-0.01643448,-0.01734485,-0.02585058,-0.01961230,-0.01578568,-0.02633609,-0.02418366,-0.01963198,-0.02038004,-0.02266449,-0.01698196,-0.02341884,-0.03782808,-0.02776050,0.00095108,-0.03041182,-0.02798332,-0.00005400,-0.03635751,-0.00913346,-0.02486218,-0.03474996,-0.05474569,-0.05037787,-0.01323985,-0.02642765,-0.04031123,-0.02535272,-0.01300497,-0.00197935,-0.02476178,-0.01499836,-0.01749892,-0.02654263,-0.02896740,-0.02528155,-0.03027121
44796.00000000,-0.00241913,-0.00202906,-0.00471642,0.00300251,0.02255850,-0.00332631,-0.00260714,-0.01189821,0.00862974,0.00332534,-0.00985688,-0.00871165,-0.01610445,-0.01700772,-0.01928615,-0.00867646,-0.00892863,-0.01337150,-0.01820040,0.04244231,-0.00931518,-0.00628801,0.00194802,-0.00228517,0.03244118,-0.00044834,-0.00545043,0.00109028,-0.00940565,-0.01010098,-0.00878428,-0.01340161,-0.01064515,-0.00623320,-0.00553733,0.00325070,-0.00090073,-0.01584782,-0.00406075,-0.00423569,-0.00628496,-0.01053108,-0.02476016,-0.00916523,-0.00386107,0.00308139,-0.00678358,-0.01200054,-0.00544310,0.00629966,-0.00632483,-0.00376991,0.00054734,-0.00498526,0.00771098,-0.00547478,-0.00146585,-0.00180865,-0.03083028,-0.02387675,0.01111005,-0.00065386,0.00330806,-0.01182325,0.00708222,-0.00585372,-0.00654170,-0.00984204,0.00276246,0.00685628,0.02842101,-0.00597575,-0.00306062,-0.01675608,-0.01893993,0.01765179,-0.00791615,0.03050173,0.00006170,-0.00234626,0.01417587,-0.00771749,-0.00969597,0.00112998,0.00060908,0.01021961,0.01591511,-0.00237934,-0.01587479,0.01398698,0.00018027,-0.01224615,0.00330534,0.00347893,-0.01056556,0.00182739,-0.01511652,0.00025944,-0.00162103,-0.00776512
44797.00000000,0.00320117,0.00179391,-0.00235129,0.00134716,0.00217013,-0.00149305,-0.00060991,0.01334488,0.00238637,0.01336094,0.00242389,-0.00331069,0.00123175,0.00394262,-0.00430170,-0.00062862,0.00319679,-0.00346158,-0.01208081,0.00591840,0.01349472,-0.00717143,0.00200082,-0.01159818,0.00740781,0.00498967,0.00031426,0.00140039,-0.00798434,-0.00349092,0.02253395,-0.00537685,-0.00143467,0.00212139,0.02278406,-0.00265104,0.00608518,0.00184037,0.00600864,0.00723879,0.00419274,-0.00210627,0.01196439,0.00122807,-0.00276841,0.00659562,0.00316845,0.00453078,-0.00356925,-0.00191282,0.00829737,0.00259494,0.00273525,-0.00163608,0.03605744,-0.01086383,0.00121488,0.00339739,-0.01041901,-0.00480956,-0.00186878,-0.00314110,0.00728118,0.00148326,0.00952064,0.00117756,0.00517377,0.00008180,0.00494995,0.02205284,-0.01546569,-0.01120680,0.01605860,-0.00282774,0.02070680,0.00840998,0.01688116,0.01908717,0.00716183,0.01144099,0.01733888,0.00777752,0.00780592,-0.00500882,-0.00536969,-0.00093836,0.01305486,0.00144670,0.00129283,-0.00206906,0.00546568,0.01381036,0.00593022,-0.00462258,-0.00094225,0.00136216,0.01606577,0.01789420,-0.00324739,0.00751297
44798.00000000,0.01411753,0.01492267,0.01109537,0.02600894,-0.00345568,0.02603570,0.02615519,0.03381113,0.04012306,0.01570597,0.02374783,0.00936100,0.00952554,0.00542015,-0.00082302,0.01524166,0.01796050,0.01460073,0.00990931,0.00517339,0.00901980,0.00424895,0.03633854,-0.00424011,0.00876269,0.00005580,0.02149505,0.00481658,0.01029643,0.01320396,0.01903225,0.00426785,0.01146075,0.01389875,-0.03388696,0.03041937,0.01680111,0.00436273,0.03156996,0.00666805,0.03495864,0.00288851,0.01339112,0.00651690,0.00444193,0.01624630,0.02116244,0.01223543,0.01361173,0.02973445,0.00766537,0.04798875,0.00327333,0.00563303,0.00017181,0.00965334,0.01334742,0.01478569,0.03203402,-0.01270372,0.03468666,0.00945260,0.00927441,0.00859006,0.03022189,0.02058429,0.01330633,0.00486725,0.01453416,0.03533007,0.02430981,0.00562931,0.01557233,0.01421650,0.01266010,0.01824336,0.02063774,0.01411507,0.02678844,0.01948084,0.01775134,0.04956264,0.01269802,0.01219509,0.01860030,0.00882995,0.02641758,0.00808137,0.01783190,0.03278546,0.00896056,-0.00216712,0.01288206,0.02089826,-0.00047154,0.01136714,0.01971763,0.02904451,0.01058852,0.01118524
44799.00000000,-0.03384910,-0.03769926,-0.03858707,-0.04756701,-0.02695312,-0.05409349,-0.05437548,-0.04147411,-0.09227925,-0.02740420,-0.03272882,-0.01711244,-0.02274877,-0.03770412,-0.02340424,-0.03302833,-0.03158794,-0.03687597,-0.02254705,-0.01231198,-0.02886088,-0.02919397,-0.05320564,-0.05671776,-0.00735018,-0.02359572,-0.03716665,-0.02412237,-0.02138801,-0.02127653,-0.04573039,-0.03768068,-0.03757617,-0.03440640,-0.04991092,-0.04385205,-0.03128442,-0.01120251,-0.04156332,-0.03142702,-0.05381187,-0.01118860,-0.02345737,-0.02136645,-0.01105593,-0.04363190,-0.03656741,-0.04726012,-0.03658450,-0.04410339,-0.01487864,-0.06174110,-0.03262643,-0.01670235,-0.03732961,-0.02960977,-0.03677090,-0.03447903,-0.02941172,-0.00433559,-0.05904758,-0.02913248,-0.02851357,-0.02046011,-0.02715076,-0.04379568,-0.02912056,-0.02047378,-0.04807209,-0.02863388,-0.03499604,-0.02686954,-0.03810514,-0.02628242,-0.03336340,-0.03672888,-0.06190564,0.00035689,-0.04107462,-0.03032728,-0.02259432,-0.05833337,-0.04098840,-0.09540482,-0.04579104,-0.04858259,-0.03264289,-0.02993686,-0.03407240,-0.05202956,-0.03972751,-0.02683837,-0.01099367,-0.05027838,-0.01918545,-0.01712111,-0.04471825,-0.02871997,-0.02901478,-0.03379933
44802.00000000,-0.00661213,-0.01369016,-0.01066805,-0.00734231,-0.01135058,-0.00833785,-0.00862540,-0.01613302,-0.02822888,-0.00865630,-0.00244179,-0.00773118,0.00098253,-0.00597121,-0.00421663,-0.00276006,-0.00382006,-0.00786227,-0.01260140,0.02298969,-0.00473394,-0.00392242,-0.01282489,-0.01511726,0.00746587,-0.00314203,-0.01245314,-0.00602122,-0.00469374,-0.01385872,0.00577754,-0.00058881,-0.01002916,-0.00142908,-0.03038183,-0.01258987,-0.00113716,0.00184964,-0.00043143,0.00972644,-0.00939457,-0.01870951,-0.01714415,-0.00502047,-0.00614862,-0.00369415,-0.01298463,0.00039812,0.00440175,-0.00914516,-0.00701775,-0.02950211,0.00492936,-0.00321086,-0.02600018,-0.00834460,-0.00331498,-0.01681828,-0.00581455,-0.06236830,-0.02287456,-0.00616202,0.00069559,0.00269840,-0.01496997,-0.00823618,-0.00737216,-0.00527735,-0.00081307,0.00540934,-0.00072949,-0.00053696,0.00071392,-0.00562807,-0.00825866,0.01036266,-0.01037473,0.01159464,-0.01201593,-0.01760857,0.00324206,-0.01075836,-0.00840519,-0.02090751,-0.02003644,-0.00643652,0.01038286,-0.00638768,-0.01263365,-0.01934662,-0.01276293,-0.00398534,-0.00370538,-0.01722492,0.00128268,-0.00336332,-0.00096615,0.00713743,-0.00518778,0.00365715
44803.00000000,-0.01097792,-0.01530545,-0.00852096,-0.00816702,-0.02499823,-0.00438673,-0.00389698,-0.01262797,-0.02107469,-0.00706209,0.00017490,-0.00349694,-0.01308113,-0.01086657,-0.01065715,-0.00469531,0.00560464,-0.00467590,-0.00821971,-0.03805439,-0.00968906,-0.01028212,-0.01515031,-0.00050632,-0.02435764,-0.00859653,-0.00431132,-0.00924597,-0.00117917,-0.01570676,-0.01745564,0.00353498,-0.00894494,-0.01303039,-0.00337063,-0.02064370,0.00500916,-0.01846302,-0.00928125,-0.00301024,-0.01947764,-0.00810593,-0.01002731,-0.00848779,0.00224969,-0.00018533,-0.01199901,-0.01914764,-0.00994755,-0.00714541,-0.01516894,-0.01751605,-0.02539917,-0.00779295,-0.00824164,-0.01125365,-0.00893881,-0.01077910,-0.01867062,0.00674144,-0.02092402,-0.00067408,0.00778421,-0.01524964,-0.01400354,-0.00587401,-0.00086847,-0.00108622,-0.00469010,-0.01940510,-0.02523722,-0.00560210,-0.00844032,-0.02433402,-0.01288400,-0.01209730,-0.01148872,-0.02574496,0.01317029,0.00077656,-0.03118678,-0.01245391,-0.01506925,-0.01249611,0.00243241,-0.00970687,-0.00770709,-0.01321925,-0.00500406,-0.00418411,-0.00512109,-0.01008329,-0.01290751,-0.01585163,0.00080066,-0.01063586,-0.00739850,-0.00735657,-0.01147269,-0.00887194
44804.00000000,-0.00760906,-0.01063506,-0.00570409,-0.01522566,-0.00752620,-0.00660915,-0.00691477,0.03671411,-0.02417884,-0.01618676,-0.00594355,-0.00671057,-0.00671336,-0.00954668,-0.01597944,-0.01325855,-0.01408039,-0.01049398,-0.01352243,-0.00747584,-0.00311304,-0.01149436,-0.01437628,-0.00434587,-0.01593821,-0.00416206,-0.01618280,-0.00707970,-0.00804122,0.01315782,0.01318832,0.00440315,-0.01381200,-0.00389219,-0.02223338,-0.01053930,-0.00974176,-0.01692917,0.01786492,0.00052846,-0.01039942,-0.01749528,-0.01892267,0.00067420,-0.01571262,-0.01307255,-0.01265688,-0.01561706,-0.00628853,-0.00917596,-0.00746789,-0.02380952,-0.00324110,0.00000000,-0.00327793,-0.00276856,-0.00707915,0.00935679,0.00767904,0.00312515,-0.00476089,0.00013497,-0.02137931,-0.00657897,-0.01189038,-0.00550124,0.00465075,0.00493480,-0.00940949,-0.01208314,-0.01192889,-0.00872047,0.00791269,0.00256515,-0.00907281,-0.02249429,-0.00368036,-0.00950225,-0.00273665,-0.01719902,-0.00946468,0.00408529,-0.00950613,-0.00408457,-0.00508196,-0.00235074,-0.01359220,-0.00480473,-0.00350149,-0.01077527,-0.00816072,0.00016174,0.00000000,-0.00785694,0.01551999,-0.00520938,-0.00034103,-0.02351144,-0.01160584,-0.00335680
44805.00000000,0.00313788,0.00470683,-0.00409222,0.00828274,0.00562396,0.01404543,0.01282640,0.01491443,-0.07665304,0.00580486,0.00685831,0.02479238,0.00899241,0.01716234,0.01232417,0.00714609,0.00239597,0.00271307,0.03095303,-0.01799348,0.00401496,0.01274603,-0.01422532,-0.00779243,-0.01594341,0.01010982,0.00995748,0.00469946,0.02967423,0.01961876,0.02898549,0.02133457,0.00114404,0.01354144,-0.01658978,-0.00501254,-0.00022877,0.00000000,-0.00834759,0.01456049,-0.01776682,0.02096995,0.02622580,0.01660853,-0.00228059,0.00037577,0.01463446,0.00834438,-0.00905230,0.00575029,0.01410772,-0.02992814,0.00690394,0.01036760,-0.01454448,0.01079643,0.00728801,0.01114764,0.00693810,0.02492207,-0.02402465,0.01550903,0.01085266,0.01813547,-0.01916429,-0.00122927,0.00249494,0.02163962,-0.00231107,-0.04112322,-0.01228958,0.00942015,0.01582011,0.01413114,-0.00168661,-0.00490202,0.00179836,-0.01754233,0.02806539,-0.00585531,-0.00405207,0.01379802,-0.00059629,0.01029350,-0.00934149,-0.01242133,-0.00328088,0.00634180,0.01839913,-0.01340462,0.00284805,0.00177822,0.00554079,-0.00554343,0.02331810,0.00595080,0.00721242,0.00915993,0.00064045,0.02389736
44806.00000000,-0.01054450,-0.01361108,-0.01666667,-0.00242527,-0.02507581,-0.01722252,-0.01691545,-0.03047891,-0.02080778,-0.01685366,-0.00698631,-0.01572510,-0.01459929,-0.00501071,-0.01775989,-0.01184230,-0.00119512,-0.00827072,-0.01994431,0.01832318,-0.01181909,-0.01545596,0.01668668,-0.00645018,0.01485158,-0.01266993,-0.01307312,-0.01370969,-0.01567353,-0.03089443,-0.01708395,-0.02231964,-0.01634406,-0.01901089,0.00104217,-0.01700259,-0.00732266,-0.01219807,-0.01651205,-0.01100535,-0.01108375,-0.01055646,-0.02523216,-0.00764221,-0.01771420,-0.00419083,-0.01621253,-0.00127700,-0.00512295,-0.01901793,-0.01333177,-0.02538569,-0.00937800,-0.02021141,-0.01278498,-0.00284828,-0.02013311,0.00266913,-0.01502315,-0.00694746,-0.00620851,-0.00823373,-0.01924147,-0.00490343,-0.00499834,0.00184613,-0.00605696,-0.01274952,-0.01021280,-0.01197447,-0.00882489,-0.01442242,-0.02880560,-0.02635464,-0.01938861,-0.00889436,-0.01183835,0.02538839,-0.00145590,-0.00873537,-0.00426083,-0.01709997,-0.01233062,-0.03168028,0.00917413,-0.00788119,-0.00197501,-0.03041148,-0.01524378,-0.00423570,-0.00757336,-0.02000969,-0.00815515,-0.01367047,-0.01739801,-0.00955962,-0.01412812,-0.00233406,-0.00810744,-0.00501251
44810.00000000,-0.00377309,-0.00821519,-0.01097401,-0.01097954,0.01558056,-0.00964303,-0.01104156,-0.01110288,-0.01333642,-0.00388957,0.00026385,0.00270361,0.00257580,-0.00808491,-0.01115490,0.00444979,-0.01106784,0.00471234,0.00131282,-0.00669525,-0.00998202,-0.00269112,-0.00403817,0.00043454,-0.00462474,-0.00673862,0.00294366,0.00049057,0.00961255,-0.02852332,-0.03414268,0.00204875,-0.00214748,-0.00040448,-0.01281802,-0.02754635,-0.01152598,-0.00484263,0.00532207,-0.00496249,-0.01408778,0.00220333,0.01821934,-0.00047148,-0.02326942,-0.00557966,0.01135769,-0.01304274,-0.00277261,0.00061362,0.02655388,-0.01894313,0.01804053,-0.00454891,-0.00309478,-0.00045902,-0.00690242,-0.01469912,-0.01146782,0.00058307,-0.01041202,-0.01138186,0.00184821,-0.00713989,-0.00490920,-0.01269453,-0.01505379,-0.00061882,0.01293672,0.00375439,-0.00094006,-0.00837312,0.01904985,0.01327479,0.01566992,-0.00372773,-0.00672654,-0.01478331,-0.00619684,-0.00794436,-0.00320256,-0.01952779,0.02634988,-0.04151255,-0.00929785,-0.01254689,-0.00857524,-0.00142567,-0.00089182,-0.00801925,-0.00559611,-0.01202037,-0.00955553,-0.00269122,-0.00673769,-0.00188736,-0.00505487,0.00623863,-0.01010968,-0.00991815
44811.00000000,0.01796498,0.00925400,0.01911162,0.02672266,0.03381677,0.02471678,0.02791217,0.01166902,0.01879508,0.01608884,0.01899072,0.00545420,0.00772675,0.02738820,0.01511463,0.00896098,0.01542646,0.01400894,0.00808582,-0.00853085,0.02361710,0.01236780,0.01391004,0.03100737,-0.01279265,0.02206358,0.01205165,0.01847011,0.00814016,0.00690830,0.04839969,0.01937492,0.01164206,0.02069753,0.01028208,0.00955201,0.02238798,-0.00048651,0.03662068,0.02569145,0.01523655,0.00520717,0.01557913,0.01584182,0.00476481,0.03166903,0.01831324,0.04322135,0.03210075,0.01667693,0.03284873,0.01130589,0.00355294,0.00541986,0.03947372,0.00168390,0.01880379,0.02032188,0.01055684,0.00160237,0.01827449,0.00893940,0.01873138,0.01975075,0.00332719,0.00850279,0.01246594,0.01061017,0.01902874,0.02336110,0.00110703,0.00781248,0.04484150,0.02093017,0.02285942,0.01967845,0.04236279,-0.01721435,0.04407618,0.02456252,0.01351586,-0.00416443,0.01889064,0.03387655,0.03180245,0.03173815,0.02661356,0.01503318,0.02269832,0.01227851,0.02072005,0.02366665,0.00852597,0.01666324,0.02208554,0.00564896,0.04182905,0.03616644,0.02346799,0.04690718
