Date,SPY,AAPL,MSFT,AMZN,NVDA,GOOGL,TSLA,GOOG,BRK-B,META,UNH,XOM,LLY,JPM,JNJ,V,PG,MA,AVGO,HD,CVX,MRK,ABBV,COST,PEP,ADBE,WMT,KO,CSCO,CRM,MCD,ACN,BAC,TMO,CMCSA,PFE,LIN,ORCL,ABT,NFLX,DHR,AMD,WFC,DIS,PM,TXN,INTC,AMGN,COP,INTU,VZ,CAT,NEE,IBM,UNP,HON,BMY,LOW,GE,SPGI,QCOM,AMAT,BA,UPS,NKE,NOW,T,GS,BKNG,MS,MDT,SBUX,ELV,PLD,RTX,DE,TJX,ISRG,ADP,MMC,MDLZ,SYK,BLK,GILD,LMT,CVS,VRTX,AXP,REGN,CB,ADI,CI,ETN,SLB,PGR,SCHW,LRCX,ZTS,C,BSX,AMT
2022-12-13,395.740204,144.852005,255.178818,92.489998,180.655731,95.629997,160.949997,95.849998,312.329987,120.150002,532.045959,104.657509,355.81311,131.159683,175.324875,211.811523,149.407959,355.498688,556.258667,326.052277,168.719864,107.957092,159.9767,485.420074,180.101822,342.459991,145.813736,62.526852,48.511497,135.619995,269.814911,291.936707,32.014576,569.940491,35.896347,51.45105,338.821777,79.644852,109.947899,320.339996,275.794189,71.650002,41.69503,94.699997,98.377579,173.67717,28.167046,265.208618,109.8041,426.0289,36.022331,231.958221,85.446526,145.072586,212.540344,211.553619,75.446091,208.110275,64.529427,355.031189,121.036713,111.080795,187.130005,178.889328,111.785004,416.170013,18.258724,360.298248,2047.829956,90.342934,77.480652,100.561256,514.295654,117.732056,98.052238,433.269989,78.231369,281.73999,257.927246,171.632858,66.491371,251.850769,708.553162,85.51841,470.876312,98.865837,307.089996,155.86203,747.559998,213.39325,173.021942,325.847321,161.363373,50.324635,127.995956,76.806137,471.490143,153.936844,45.111286,47.200001,218.321869
2022-12-14,393.209991,142.601608,255.476776,91.580002,176.677155,95.07,156.800003,95.309998,309.290009,121.589996,532.184387,103.886604,360.614716,130.504288,175.862946,212.089935,149.996796,355.856995,559.570679,326.581207,167.553131,109.299454,160.044678,480.766693,179.60228,339.920013,145.003052,62.526852,48.179226,134.75,270.060852,288.081818,31.555128,566.098206,34.566486,52.818035,338.386444,80.890549,109.681732,317.829987,273.35202,68.93,41.26458,94.150002,98.512177,172.033356,27.706257,264.10788,109.281273,416.611084,35.632229,230.963364,85.34848,144.388504,212.111404,211.317429,75.241257,208.987183,63.492897,351.209808,119.292076,108.866524,188.25,179.336914,110.398216,418.390015,18.048634,352.177429,2006.800049,88.189362,76.175453,100.640038,515.117615,118.208473,98.111122,434.508789,78.359833,280.649994,255.841797,170.554337,66.156952,251.721848,696.19519,85.887619,475.749603,98.367554,312.089996,152.48793,750.0,213.176956,169.265518,330.218262,159.115097,49.713444,126.299721,76.381348,463.862152,150.768097,44.520649,47.18,214.862167
2022-12-15,383.5914,135.920105,247.322403,88.449997,169.459732,90.860001,157.669998,91.199997,301.910004,116.150002,521.626892,102.891258,357.152405,127.266388,173.642181,206.711121,148.298981,344.649048,543.556213,320.870972,166.298889,107.418182,158.336075,461.268372,176.55603,328.709991,143.707916,61.666973,47.055374,130.440002,267.306427,277.871185,31.056581,552.684998,33.842892,51.974579,327.295166,79.160423,106.980591,290.410004,269.215302,66.529999,40.472157,90.489998,97.368034,166.34848,26.618004,259.247131,108.971451,394.344482,35.936699,227.200653,84.132713,137.162338,206.973862,205.658539,73.153931,204.957413,61.419853,342.018616,114.322792,103.822357,183.720001,176.320572,107.485962,400.640015,17.638002,341.867523,1965.689941,85.548561,75.140953,98.473412,504.055695,115.301384,96.677986,425.93634,77.737228,267.299988,244.735764,166.32933,65.301224,242.974747,683.142456,84.119339,469.474121,95.358292,308.399994,148.638855,731.27002,209.998901,163.754135,327.031311,153.218292,49.397995,127.377335,76.124504,441.889526,147.718582,43.203812,46.32,213.26915
2022-12-16,379.062683,133.938568,243.031708,87.860001,165.651062,90.260002,150.229996,90.860001,300.0,119.43,517.692627,102.169136,357.013489,126.474014,171.861618,205.696991,147.641449,344.240967,541.520264,316.698456,164.043182,106.996857,155.792603,458.822418,176.644165,338.540009,141.127594,61.315201,46.723099,128.270004,261.78772,261.423492,30.988153,535.369629,33.725555,49.831997,326.137604,78.675995,105.39344,290.709991,261.191071,65.410004,40.296066,90.080002,96.416176,165.898376,26.392513,260.484253,106.928535,382.858154,35.318245,229.229782,82.495354,135.042679,206.189163,206.416351,71.681099,203.105087,60.515816,337.075653,112.254715,103.991165,184.699997,173.391769,104.950119,394.369995,17.657103,338.466736,1938.550049,84.642303,74.174141,97.331001,497.192719,109.859314,96.530746,427.224701,76.739075,264.679993,243.024109,163.449951,65.074997,237.857407,685.138489,84.294228,472.415741,93.257675,304.799988,144.760132,723.169983,208.923065,164.473877,322.926819,152.350525,48.678364,126.169998,77.240799,439.769531,143.496933,42.942379,45.810001,208.607361
2022-12-19,375.848358,131.807632,238.820435,84.919998,162.482193,88.440002,149.869995,89.150002,300.029999,114.480003,517.59375,102.627777,354.940094,127.227249,171.675735,203.638931,147.602173,339.682159,539.870178,310.81189,165.171036,107.232018,156.773117,456.018433,177.623672,328.76001,141.177017,61.403149,46.322422,129.009995,261.502441,252.44841,31.340069,529.112183,33.226856,49.793217,323.5849,79.585541,105.077972,288.299988,257.891663,64.589996,40.912395,85.779999,96.733467,164.000168,26.26506,258.818542,106.928535,381.406158,35.232613,228.806198,81.887474,133.799759,202.442215,206.091583,71.359222,200.178802,60.835346,333.164948,110.372864,103.256378,185.679993,173.615555,102.077492,382.299988,17.055481,336.766357,1931.439941,83.365753,74.560867,96.809044,498.024628,109.692932,95.745468,428.790527,77.173912,261.01001,241.066559,162.005325,64.622536,237.054108,677.55542,83.963882,472.415741,92.866859,291.589996,143.483704,721.099976,209.199432,162.81749,326.370239,152.350525,49.121975,126.788635,77.309952,434.588409,142.235382,42.535713,45.799999,204.864258
2022-12-20,376.36264,131.737961,240.161285,85.190002,160.792801,89.019997,137.800003,89.629997,302.0,117.089996,514.242676,104.111038,356.785309,127.843529,171.861618,204.175827,147.661087,341.364349,534.359741,308.373047,167.883713,107.496574,155.889679,455.213043,177.51593,338.220001,142.412827,61.35429,46.293102,128.449997,262.899353,258.873291,31.467148,527.445496,33.647327,49.754436,325.445007,80.020538,104.979385,288.190002,254.781677,65.050003,40.090622,87.019997,97.031517,162.512894,25.921917,257.893158,109.068268,384.946564,35.194561,231.613464,81.887474,136.121765,201.480988,208.138611,70.861778,197.902817,62.604446,329.641327,109.872993,102.769836,188.289993,168.945099,102.235985,386.470001,17.256021,336.649078,1958.51001,82.98571,74.814468,96.513596,499.767548,109.800591,96.373695,431.45639,76.679771,261.799988,239.935287,163.113556,64.770073,236.627655,676.6651,82.360771,476.690918,92.818016,293.230011,144.166428,733.530029,211.903748,162.01889,325.14679,153.740921,51.024544,126.908371,78.594154,433.270874,141.520172,42.419521,45.84,203.955368
2022-12-21,381.990204,134.874573,242.773453,86.769997,164.951309,89.580002,137.570007,90.25,307.820007,119.760002,521.488525,105.447922,365.088928,129.281509,173.828033,205.617462,149.015411,344.091675,551.26416,312.800201,169.857422,108.868324,157.472092,459.428925,178.759918,341.380005,143.529984,62.341194,46.576508,130.300003,263.794556,265.812164,31.946148,538.812744,34.302479,50.084064,325.187775,80.574173,106.60598,297.959991,260.14444,67.68,40.227585,86.919998,97.878654,165.096039,26.304277,259.364014,112.582848,391.162079,35.946209,238.10463,82.995392,136.950363,204.433395,211.691406,71.52504,199.449692,64.669708,334.94165,112.313522,105.152908,196.0,171.912781,114.687355,391.910004,17.332418,342.190063,1970.900024,84.652054,75.263168,97.173424,505.897675,111.523262,97.924629,437.680115,77.915108,266.160004,243.014282,165.824677,65.793022,239.54335,697.584595,82.846573,478.161713,91.958229,290.549988,145.551712,736.190002,215.910858,165.055573,328.718506,155.920166,52.552528,128.834091,80.263641,443.682587,143.953842,43.387783,46.080002,205.822037
2022-12-22,376.54068,131.668243,236.575745,83.790001,153.335449,87.760002,125.349998,88.260002,302.690002,117.120003,521.043762,103.320618,362.410309,127.814186,173.192139,203.877548,149.358902,339.940918,543.268677,309.62674,167.310043,108.995705,158.501114,456.097992,177.378799,336.519989,141.849289,61.891712,46.24424,129.190002,261.443451,261.700256,31.662659,538.06427,34.048237,50.064674,324.188477,79.575645,106.497536,297.75,257.841858,63.860001,39.797134,86.669998,98.209717,161.152832,25.461126,258.389923,109.310318,381.833801,36.450485,233.977463,81.710991,135.736374,204.668823,208.945618,72.012733,196.217987,63.726704,329.641327,108.481201,96.911461,188.25,170.871674,115.608574,379.940002,17.447012,337.714264,1932.98999,84.164818,75.243668,96.277237,505.125244,110.86747,96.697624,431.951935,77.500038,263.609985,235.262711,163.954605,65.635643,239.771454,688.181641,82.856285,469.974182,91.254768,293.920013,143.780548,733.619995,214.558701,161.447037,328.836945,153.938126,50.659801,128.315262,79.819115,405.284973,144.06311,42.593811,46.150002,205.822037
2022-12-23,378.706635,131.29982,237.112076,85.25,152.00592,89.230003,123.150002,89.809998,306.48999,118.040001,525.215271,106.05294,364.979767,128.420685,173.63237,204.643112,149.780899,342.011322,542.620422,312.183136,172.482574,109.603195,158.336075,460.015564,178.524826,338.450012,142.136002,62.360737,46.4006,129.440002,263.214172,263.014862,31.740864,539.601196,34.361145,50.248878,325.84079,79.931557,106.645416,294.959991,259.028015,64.519997,40.090622,88.010002,99.017921,160.839737,25.578775,257.084625,114.035416,382.370819,36.545631,236.272522,82.524765,136.478256,205.894897,210.480896,71.095863,198.907806,63.74229,330.465179,108.638023,96.534142,189.059998,172.233887,115.152924,381.859985,17.485209,337.645874,1971.52002,83.911453,75.59481,96.779495,509.314301,111.210052,97.473091,433.012329,78.567375,262.660004,237.013687,163.845749,65.999573,240.832611,688.778442,82.341354,473.886566,91.411087,289.690002,145.472549,726.73999,216.789276,161.535767,329.85318,154.61853,52.237072,129.153397,80.777328,408.266846,144.788239,42.85524,46.060001,207.630035
2022-12-27,377.213226,129.477585,235.354095,83.040001,141.15979,87.389999,109.099998,87.93,305.549988,116.879997,525.887512,107.526436,361.983734,128.870667,173.58345,205.100464,151.086151,344.559479,543.710632,312.986298,174.650772,109.857956,158.229309,455.889191,179.318237,335.089996,142.175537,62.741817,46.449463,130.660004,262.496033,262.243866,31.799511,544.351624,34.224251,49.570232,325.464813,80.060089,107.029877,284.170013,260.044769,63.27,40.149323,86.370003,99.981903,160.252655,25.431717,256.568359,115.418839,380.998413,37.344856,239.493484,82.358086,137.220139,206.297058,211.484726,70.822754,198.740311,64.5606,328.857208,107.285439,94.667404,189.399994,172.156036,116.450554,380.640015,17.628452,334.186462,1998.27002,82.88826,75.731369,97.695389,509.235107,110.887047,97.826462,432.239288,78.10289,263.970001,237.102219,164.686813,66.383179,242.012772,688.113098,82.593956,476.053558,90.883492,287.320007,144.849182,711.349976,218.022995,159.918823,329.645966,155.151016,52.739826,129.88176,81.22187,401.669128,144.331314,42.98111,46.240002,207.639893
2022-12-28,372.525238,125.504539,232.940552,81.82,140.310074,86.019997,112.709999,86.459999,303.429993,115.620003,522.388123,105.760185,362.321075,129.574982,172.830154,203.807953,149.133163,340.368958,535.214294,309.244751,172.074219,108.838936,157.491486,450.410553,178.025284,328.329987,139.684174,62.116455,45.999924,128.470001,260.794159,260.079224,32.034126,542.325745,33.852669,49.250298,322.457001,79.417473,106.300377,276.880005,258.509705,62.57,40.227585,84.169998,98.287621,157.71843,25.039555,254.649384,112.340218,374.424866,36.92622,235.789886,81.534515,134.907776,202.913055,208.82753,70.218018,197.114578,63.882572,327.149994,104.84491,93.565239,188.380005,168.925613,113.894913,376.049988,17.399265,333.11145,1958.839966,82.303581,74.424309,97.104492,507.719849,108.107277,97.31604,426.322845,77.766876,261.649994,233.974045,162.866196,65.734009,239.662369,685.246216,82.166466,473.817932,90.629456,285.76001,142.494217,713.030029,216.957077,158.025833,327.425964,153.583145,51.852612,129.43277,81.350288,399.033966,142.871124,43.203812,45.779999,206.85228
2022-12-29,379.230804,129.059372,239.376633,84.18,145.978073,88.449997,121.82,88.949997,309.059998,120.260002,523.801697,106.560371,364.10675,130.318436,173.710648,206.86026,149.75145,346.600037,547.904907,313.828644,173.37709,108.584167,157.811859,453.93042,178.250549,337.579987,140.534409,62.487766,46.420151,132.539993,261.60083,265.278412,32.395817,555.89856,34.27314,49.76413,326.256317,80.475311,108.745193,291.119995,266.252319,64.82,40.433029,87.18,98.531052,161.465958,25.696424,256.34433,113.392403,388.715668,37.35437,236.597595,82.436531,135.909805,205.218109,211.346954,70.325317,199.282196,65.269798,337.284088,107.65789,96.454704,188.910004,171.007889,116.242538,389.850006,17.618904,335.61319,2003.51001,83.06366,75.897186,98.256744,507.917938,111.55262,98.484138,425.984985,78.409248,267.790009,236.698898,165.023224,66.253387,244.228607,700.725525,82.836853,477.573395,91.303612,289.079987,145.769379,721.289978,219.187637,161.673813,326.311035,155.160889,52.158207,130.270905,81.656525,416.67746,147.162308,43.726673,46.349998,212.405075
2022-12-30,378.231934,129.378006,238.194717,84.0,146.088028,88.230003,123.18,88.730003,308.899994,120.339996,524.098267,107.633774,362.936096,131.17926,172.820374,206.561981,148.740601,346.122223,549.201416,309.37207,174.514648,108.711555,156.889603,453.900543,176.957626,336.529999,140.178513,62.15554,46.556965,132.589996,259.239929,263.756226,32.376266,549.591187,34.194912,49.676876,322.724121,80.81144,108.232582,294.880005,264.8255,64.769997,40.393898,86.879997,98.550529,161.661636,25.912115,255.837814,114.960945,387.074768,37.487579,235.967178,81.965912,135.746002,203.109222,210.904083,70.179001,196.306686,65.300972,332.450287,107.755898,96.693016,190.490005,169.149414,115.905754,388.269989,17.580706,335.564362,2015.280029,82.849281,75.80941,97.695389,508.007019,110.338921,99.063278,426.104218,78.666199,265.350006,234.96759,163.736908,65.936813,243.223846,693.367432,83.410088,477.024292,91.049591,288.779999,146.194855,721.48999,217.726913,161.723099,326.92276,154.766449,52.700394,129.422791,82.249245,416.370361,145.572983,43.794449,46.27,208.585052
2023-01-03,376.639587,124.538658,237.956329,85.82,143.099075,89.120003,108.099998,89.699997,309.910004,124.739998,512.690674,103.935387,362.092865,132.177048,174.326996,206.194107,148.750427,345.196503,543.651733,309.421051,169.167099,108.89772,157.637115,450.698914,175.733246,336.920013,141.967941,61.510628,46.850143,134.779999,260.026855,267.136688,32.757507,552.076172,35.052246,49.696266,314.977112,82.768959,108.025566,294.950012,261.682556,64.019997,40.883045,88.970001,98.638161,159.694931,26.206236,254.873428,110.206627,389.023956,38.172634,235.297394,82.191422,136.381912,203.609467,210.904083,70.481377,196.109604,66.228386,332.678589,105.070328,96.0476,195.389999,170.550568,117.629326,385.5,17.89584,338.339691,2032.209961,83.53141,76.336121,99.300674,497.341278,110.299774,98.955299,421.661896,78.083122,265.630005,233.78714,164.231644,65.5411,244.755844,696.703979,82.963158,468.238647,90.776024,286.019989,145.571487,720.469971,217.894699,160.165329,317.194244,155.555313,50.768242,129.851837,80.945267,410.426422,145.871002,44.326996,46.009998,211.351608
2023-01-04,379.547333,125.823189,227.547348,85.139999,147.437561,88.080002,113.639999,88.709999,314.549988,127.370003,498.71286,104.237892,360.217896,133.409592,176.224945,211.384018,149.398148,353.507935,550.291748,313.162598,167.368393,109.818756,158.908844,453.960236,175.302261,341.410004,142.126114,61.481316,46.840294,139.589996,260.085938,266.227325,33.37336,560.798767,36.0574,48.600739,313.413818,83.520325,109.632431,309.410004,265.773376,64.660004,41.72438,91.980003,98.570007,165.526566,27.137621,257.54248,110.420952,389.411774,39.13361,237.740189,82.838516,137.39357,205.237717,206.711578,70.83252,198.425003,70.083153,339.080627,109.314308,98.60939,203.639999,172.331192,120.066109,393.850006,18.277822,339.786041,2110.439941,84.43766,78.979507,102.87561,480.743408,114.479202,98.984749,420.856934,78.923149,270.0,234.888885,167.427643,66.015961,251.182404,706.351624,83.07003,467.228668,89.867378,286.829987,148.95549,726.48999,221.477402,163.576675,306.163269,156.610443,50.965401,130.949402,82.338142,418.510162,147.966919,45.469543,46.5,215.614685
2023-01-05,375.215393,124.488876,220.80336,83.120003,142.599274,86.199997,110.339996,86.769997,312.899994,126.940002,484.33963,106.570122,356.071075,133.380051,174.923782,209.89267,147.543304,350.143555,545.164429,308.990082,170.382477,111.347282,158.714691,447.626526,173.470581,328.440002,141.641693,60.777779,46.180294,136.339996,257.892212,259.940826,33.304935,555.828735,36.441723,48.145077,302.253326,83.352249,109.228256,309.700012,254.658325,62.330002,41.499371,91.919998,98.170776,163.334793,27.019972,259.948456,113.762611,373.549683,39.675941,236.676392,81.01487,135.957977,199.195541,201.229858,70.704712,197.814148,71.171349,333.581818,107.226631,97.229202,204.990005,169.149414,119.481682,366.320007,18.344667,335.935699,2144.939941,83.726295,78.062614,102.846069,468.423798,110.456375,99.024017,412.161133,79.703888,268.619995,229.822815,164.389969,65.481743,248.526245,686.136597,83.410088,467.787567,88.372513,287.890015,145.390961,723.76001,220.648361,157.444138,300.134735,155.012955,51.921616,131.338821,82.101067,413.160675,144.480316,45.266209,45.759998,208.850876
2023-01-06,383.819855,129.069321,223.405609,86.080002,148.537155,87.339996,113.059998,88.160004,318.690002,130.020004,484.379181,107.858215,360.059143,135.932343,176.342331,216.494385,151.056702,366.564026,577.98114,311.007782,171.665863,112.523071,161.685318,480.120422,177.388596,332.75,145.111786,61.95034,47.598801,140.509995,265.083221,266.098816,33.637299,533.932495,37.338478,49.366638,312.810333,84.686928,110.736549,315.549988,251.924469,63.959999,41.871124,93.919998,100.770615,171.387558,28.167046,268.07251,115.185013,384.389618,40.142155,245.127701,82.014938,138.453415,207.954727,206.937927,71.766464,198.011185,71.820267,345.254395,113.048622,103.534401,213.0,174.121536,123.354774,366.529999,18.650255,340.157349,2179.25,85.324425,78.872215,105.071793,470.879791,114.175781,100.574944,423.8284,81.749588,270.390015,236.246399,169.159195,67.292145,254.922928,722.104797,85.576714,464.032104,89.496109,290.209991,149.104416,737.150024,225.879333,163.192154,298.644867,158.858719,53.725613,134.414352,83.513702,441.106934,146.655701,45.808434,46.330002,215.122421
2023-01-09,383.602295,129.597061,225.58075,87.360001,156.224411,88.019997,119.769997,88.800003,315.529999,129.470001,484.438507,105.848007,347.053192,135.370636,171.77356,217.339478,149.211685,369.854095,566.646057,311.282043,170.324127,108.153053,156.938141,476.023895,175.654877,341.980011,143.302582,61.178406,47.854923,147.100006,262.899353,270.586365,33.128975,545.000366,37.003426,46.913818,318.509308,85.758652,110.559105,315.170013,254.478745,67.239998,41.47002,94.769997,99.611893,172.874817,28.735682,263.124054,114.337425,393.956024,39.980766,242.921295,82.426727,138.308899,207.415253,207.331604,69.810089,196.503708,72.549049,347.735809,112.333122,105.738739,208.570007,176.787598,123.671761,378.559998,18.444881,344.965363,2208.409912,85.40239,75.633827,103.15136,466.155914,113.598289,97.767563,425.547699,80.553795,264.929993,235.606995,168.5952,66.5205,259.648315,736.771973,82.681404,450.059357,89.388634,283.230011,149.332794,680.48999,220.598999,164.749939,299.000092,158.641769,54.849415,131.81813,84.392899,448.199951,146.079575,46.031136,45.59,215.910049
2023-01-10,386.292419,130.174606,227.299042,89.870003,159.033417,88.419998,118.849998,89.239998,316.350006,132.990005,480.425079,107.428848,349.950043,136.582733,171.362671,219.815109,149.064468,369.893951,564.720825,314.044098,171.160278,108.574371,154.977142,478.658783,174.205215,338.700012,143.213608,60.709381,48.08149,147.440002,264.532349,271.752716,33.353809,566.896606,37.328625,46.167309,318.618103,85.838051,112.234985,327.540009,266.292236,68.050003,41.440674,95.559998,99.504776,174.557785,28.863136,266.786652,115.038879,387.319336,40.54129,246.75296,82.887535,139.51326,208.219559,207.990982,70.439278,198.43486,75.144722,351.755707,114.58744,107.277817,206.690002,173.946411,124.65242,380.839996,18.861439,349.226135,2220.949951,86.649704,76.950638,104.39225,466.12619,113.588516,98.081673,434.72052,81.472885,271.359985,236.856293,168.5952,66.589745,262.443787,740.969666,84.663422,453.295166,88.567924,288.75,150.921432,698.950012,221.842606,166.840118,299.740082,158.178299,55.164871,132.826675,84.580597,454.322174,153.330917,46.660503,46.060001,218.519089
2023-01-11,391.178223,132.922897,234.17215,95.089996,159.953094,91.519997,123.220001,92.260002,320.369995,132.889999,487.740173,108.677917,357.549225,137.597733,171.08876,220.81929,147.857361,376.723328,567.87384,322.242188,170.343567,108.82914,152.5793,481.552216,174.401108,342.929993,144.469193,60.592121,48.475517,144.899994,264.43396,278.968079,33.607971,581.397644,37.397606,46.002495,326.127686,87.921974,111.544914,327.26001,273.196716,69.059998,41.812431,96.330002,99.378189,175.017654,29.265102,265.841766,115.194756,393.926147,39.797146,246.96965,83.338547,139.956451,210.161697,208.935776,70.724373,205.519012,77.560699,361.343872,116.038033,109.283554,208.029999,177.313034,126.732597,393.779999,18.803316,356.184113,2224.810059,87.146683,78.34549,104.687698,475.890839,118.384575,97.757744,430.794983,81.304871,259.959991,241.056702,172.078125,66.84697,257.469666,739.638855,84.712006,453.991364,87.688599,292.25,152.827805,709.940002,221.684677,167.402084,305.107544,161.807098,55.51976,132.0578,82.407295,459.958984,156.847305,47.163998,45.810001,224.593704
2023-01-12,392.602386,132.843231,236.89357,95.269997,165.051285,91.129997,123.559998,91.910004,318.929993,136.710007,489.984161,110.483192,356.26944,137.459778,170.227814,222.330521,147.023163,378.66748,571.606445,323.094299,172.171463,109.515007,149.178635,479.682922,172.177612,344.540009,143.164185,59.810413,48.268654,149.600006,262.34845,281.707367,33.695953,580.379578,38.126831,46.254562,325.425232,88.100594,110.277367,330.130005,271.700073,70.800003,41.900475,99.809998,98.77449,174.293594,29.69648,263.903351,117.065315,395.311279,40.405991,251.244568,83.407181,140.23587,210.583466,212.557449,70.390114,207.164413,78.728745,365.036224,119.174454,109.422569,214.320007,178.013611,126.683075,413.26001,18.803316,361.519806,2256.77002,88.218597,77.887039,104.24453,472.464294,119.529762,98.827698,433.388794,80.958984,256.940002,240.279587,172.3255,66.045639,255.0224,737.72113,83.283783,452.755829,87.131691,296.25,153.820709,714.570007,222.661789,166.297852,306.08432,162.418503,57.175888,132.74678,82.466576,465.645325,158.843918,47.531937,46.709999,228.620499
2023-01-13,394.125519,134.1875,237.608688,98.120003,168.929916,92.120003,122.400002,92.800003,317.640015,136.979996,483.954132,110.414886,358.749603,140.928543,169.670181,221.773758,148.073273,374.390381,568.718567,324.406769,172.638138,109.985321,150.531052,482.486847,171.648682,344.380005,143.638702,60.025383,48.150444,149.509995,264.512665,280.020142,34.438885,582.675049,38.363342,46.390289,330.570129,88.51738,112.406456,332.820007,273.007141,71.0,43.260303,99.400002,99.027641,175.154648,29.520006,264.692352,118.341568,391.833496,40.454311,254.58371,83.024803,140.563446,209.151382,213.17749,71.284744,209.036453,80.066513,363.656586,117.85128,109.194199,214.130005,177.235199,127.634026,414.890015,18.938938,365.487396,2301.340088,89.319756,78.608849,105.6036,478.327026,119.314423,96.864494,436.906921,80.573555,258.899994,241.361664,171.553711,66.342422,258.474457,737.750427,83.818153,441.077606,87.854691,300.940002,154.654755,722.130005,224.231064,166.603485,310.021118,162.162094,57.451908,133.45575,81.972641,469.241394,159.847168,48.335598,46.529999,229.211212
2023-01-17,393.403503,135.362473,238.721115,96.050003,176.957047,91.290001,131.490005,92.160004,314.859985,135.360001,479.515594,110.200203,354.900391,138.750702,168.623367,221.714096,147.641449,373.871948,568.954285,320.802368,175.486938,108.221642,149.776428,483.998199,172.451889,344.380005,142.768738,60.269669,47.362389,148.470001,269.647644,282.739532,33.744831,586.687012,38.373192,44.67429,326.503693,87.921974,112.287628,326.220001,274.30426,71.589996,43.162476,99.910004,98.570007,171.622391,29.02,262.4422,117.143257,388.834045,39.478226,252.416733,84.064079,139.889023,210.210739,208.876724,71.088112,206.435318,80.356033,364.678955,117.89048,108.638145,211.410004,174.170197,126.93071,418.23999,18.725817,341.955505,2334.02002,94.601364,78.374748,105.130882,476.306763,118.844604,96.619095,435.485748,80.593323,261.730011,232.921478,170.19812,66.302849,255.072144,733.582153,82.982605,438.459564,87.317322,311.980011,152.659012,728.109985,221.704437,164.562607,310.800629,160.150497,57.629345,130.500046,82.476448,466.586426,158.50618,48.713219,46.040001,227.478424
2023-01-18,387.192444,134.63559,234.211868,95.459999,173.708206,91.120003,128.779999,91.779999,308.299988,133.020004,470.777008,107.936287,349.215942,134.582291,166.079727,218.194534,143.686417,367.810272,564.092224,317.04126,172.317291,106.595131,146.218964,476.739777,168.102875,341.309998,139.239304,58.442429,46.199997,145.449997,261.709045,275.811951,32.962795,578.892639,37.722801,43.627232,320.903625,86.046432,110.425903,326.329987,270.013855,70.529999,42.438541,99.040001,96.651772,170.0177,28.245478,257.54248,115.49678,384.718506,38.627777,249.02832,82.162003,135.283539,205.473114,201.00351,70.92099,205.430328,79.138062,361.393524,119.615524,108.926102,209.410004,171.951721,125.236855,416.200012,18.425507,341.144379,2296.449951,94.114136,76.794579,103.407425,467.146271,120.048523,93.978577,423.351349,78.873734,256.350006,230.432709,167.031815,63.879066,250.714828,731.263306,81.360046,432.684143,86.174194,309.859985,149.352646,724.549988,217.697296,163.665405,304.249115,155.338364,56.318245,128.043625,80.392067,462.52478,158.903503,47.861149,45.09,221.709
2023-01-19,384.373749,134.695328,230.35817,93.68,167.590378,93.050003,127.169998,93.910004,305.230011,136.149994,478.803864,108.62912,348.293274,132.788773,165.854721,219.139038,140.647705,366.833191,553.21875,304.494385,174.038223,107.682739,145.738754,466.816589,166.153671,342.529999,137.252136,58.354485,45.766563,146.410004,259.289063,270.83963,32.483799,582.695007,37.584839,43.588451,321.101532,85.282333,110.713089,315.779999,270.173523,67.709999,42.017868,99.080002,98.531052,167.248642,27.863121,255.243591,116.558701,377.274658,38.714756,243.218781,80.975655,135.48587,201.569244,197.480225,72.503784,199.154129,76.732079,358.445618,115.244125,105.411072,207.089996,171.397079,123.354774,428.429993,18.348007,342.766602,2315.399902,91.746185,77.565147,102.67865,475.573944,118.717369,92.50618,406.069092,78.478432,252.5,229.517853,167.813522,63.156879,251.998154,714.149902,81.243469,430.762268,86.061066,307.940002,145.807999,715.570007,216.394485,160.83577,306.518494,149.747269,56.564697,125.736984,75.393486,449.646332,161.248306,47.803051,45.459999,219.897446
2023-01-20,391.534241,137.284286,238.591995,97.25,178.326553,98.019997,133.419998,99.279999,309.869995,139.369995,481.13681,110.610046,343.323059,133.113953,165.081863,223.016556,141.190857,375.148102,560.644592,308.529755,175.885559,107.721924,146.601166,477.376129,166.398544,356.380005,138.942703,58.706253,46.081783,151.25,264.207703,278.362671,33.08987,592.475403,38.796936,43.733879,325.138306,86.582306,111.723167,342.5,273.78537,70.07,42.966816,103.480003,99.144501,169.274078,28.647446,256.422211,118.663086,396.676514,38.656773,247.138,80.220703,136.044693,204.668823,198.828522,72.897026,201.518784,77.550713,365.314148,120.458435,108.876457,206.759995,173.323669,125.425056,441.829987,18.628941,334.059387,2344.290039,93.782814,78.920982,103.446823,474.850952,120.214905,92.623978,408.056702,78.606903,256.769989,233.305115,171.296432,63.354744,254.893082,725.734924,80.650803,434.655029,85.588844,309.839996,150.524292,722.0,217.559128,162.847076,304.249115,153.346466,56.535118,127.444496,76.094872,468.082336,163.10025,49.468464,45.619999,217.987442
